Record Length,2.500000e+03,,  -0.000005000000,-1040.00000,
Sample Interval,4.000000e-09,,  -0.000004996000,-1020.00000,
Trigger Point,1.250000000000e+03,,  -0.000004992000,-1040.00000,
,,,  -0.000004988000,-1000.00000,
,,,  -0.000004984000,-1020.00000,
,,,  -0.000004980000,-1000.00000,
Source,CH1,,  -0.000004976000,-1000.00000,
Vertical Units,V,,  -0.000004972000,-980.00000,
Vertical Scale,5.000000e+02,,  -0.000004968000,-1020.00000,
Vertical Offset,0.000000e+00,,  -0.000004964000,-1020.00000,
Horizontal Units,s,,  -0.000004960000,-1020.00000,
Horizontal Scale,1.000000e-06,,  -0.000004956000,-1020.00000,
Pt Fmt,Y,,  -0.000004952000,-1020.00000,
Yzero,0.000000e+00,,  -0.000004948000,-1020.00000,
Probe Atten,1.000000e+03,,  -0.000004944000,-1020.00000,
Model Number,TDS1001B,,  -0.000004940000,-1040.00000,
Serial Number,C051164,,  -0.000004936000,-1000.00000,
Firmware Version,FV:v22.01,,  -0.000004932000,-1060.00000,
,,,-00.000004928000,-1040.00000,
,,,-00.000004924000,-1040.00000,
,,,-00.000004920000,-1020.00000,
,,,-00.000004916000,-1060.00000,
,,,-00.000004912000,-1020.00000,
,,,-00.000004908000,-1020.00000,
,,,-00.000004904000,-980.00000,
,,,-00.000004900000,-1040.00000,
,,,-00.000004896000,-1000.00000,
,,,-00.000004892000,-1000.00000,
,,,-00.000004888000,-1040.00000,
,,,-00.000004884000,-1040.00000,
,,,-00.000004880000,-1040.00000,
,,,-00.000004876000,-1020.00000,
,,,-00.000004872000,-1020.00000,
,,,-00.000004868000,-1040.00000,
,,,-00.000004864000,-1020.00000,
,,,-00.000004860000,-1040.00000,
,,,-00.000004856000,-1040.00000,
,,,-00.000004852000,-1020.00000,
,,,-00.000004848000,-1000.00000,
,,,-00.000004844000,-1020.00000,
,,,-00.000004840000,-1020.00000,
,,,-00.000004836000,-1040.00000,
,,,-00.000004832000,-1040.00000,
,,,-00.000004828000,-1000.00000,
,,,-00.000004824000,-1040.00000,
,,,-00.000004820000,-1040.00000,
,,,-00.000004816000,-1000.00000,
,,,-00.000004812000,-1020.00000,
,,,-00.000004808000,-1020.00000,
,,,-00.000004804000,-1020.00000,
,,,-00.000004800000,-1040.00000,
,,,-00.000004796000,-1020.00000,
,,,-00.000004792000,-1020.00000,
,,,-00.000004788000,-1020.00000,
,,,-00.000004784000,-1000.00000,
,,,-00.000004780000,-1000.00000,
,,,-00.000004776000,-1020.00000,
,,,-00.000004772000,-1040.00000,
,,,-00.000004768000,-1020.00000,
,,,-00.000004764000,-1020.00000,
,,,-00.000004760000,-1040.00000,
,,,-00.000004756000,-1020.00000,
,,,-00.000004752000,-1020.00000,
,,,-00.000004748000,-1020.00000,
,,,-00.000004744000,-1000.00000,
,,,-00.000004740000,-1020.00000,
,,,-00.000004736000,-1000.00000,
,,,-00.000004732000,-1020.00000,
,,,-00.000004728000,-1020.00000,
,,,-00.000004724000,-1000.00000,
,,,-00.000004720000,-1020.00000,
,,,-00.000004716000,-1000.00000,
,,,-00.000004712000,-1020.00000,
,,,-00.000004708000,-1040.00000,
,,,-00.000004704000,-1000.00000,
,,,-00.000004700000,-1000.00000,
,,,-00.000004696000,-1020.00000,
,,,-00.000004692000,-1000.00000,
,,,-00.000004688000,-1020.00000,
,,,-00.000004684000,-1000.00000,
,,,-00.000004680000,-1020.00000,
,,,-00.000004676000,-1020.00000,
,,,-00.000004672000,-1020.00000,
,,,-00.000004668000,-1000.00000,
,,,-00.000004664000,-1020.00000,
,,,-00.000004660000,-1020.00000,
,,,-00.000004656000,-1020.00000,
,,,-00.000004652000,-1040.00000,
,,,-00.000004648000,-1000.00000,
,,,-00.000004644000,-1020.00000,
,,,-00.000004640000,-1020.00000,
,,,-00.000004636000,-1060.00000,
,,,-00.000004632000,-1020.00000,
,,,-00.000004628000,-1000.00000,
,,,-00.000004624000,-1020.00000,
,,,-00.000004620000,-1040.00000,
,,,-00.000004616000,-1000.00000,
,,,-00.000004612000,-1020.00000,
,,,-00.000004608000,-1020.00000,
,,,-00.000004604000,-1040.00000,
,,,-00.000004600000,-1020.00000,
