Record Length,2.500000e+03,,  -0.000001250000,  10.80000,
Sample Interval,1.000000e-09,,  -0.000001249000,  11.20000,
Trigger Point,1.250000000000e+03,,  -0.000001248000,  11.40000,
,,,  -0.000001247000,  10.80000,
,,,  -0.000001246000,  11.00000,
,,,  -0.000001245000,  11.00000,
Source,CH1,,  -0.000001244000,  10.80000,
Vertical Units,V,,  -0.000001243000,  10.60000,
Vertical Scale,5.000000e+00,,  -0.000001242000,  10.20000,
Vertical Offset,2.200000e+00,,  -0.000001241000,  10.20000,
Horizontal Units,s,,  -0.000001240000,  10.80000,
Horizontal Scale,2.500000e-07,,  -0.000001239000,  10.80000,
Pt Fmt,Y,,  -0.000001238000,  10.80000,
Yzero,0.000000e+00,,  -0.000001237000,  10.60000,
Probe Atten,1.000000e+03,,  -0.000001236000,  10.80000,
Model Number,TDS1001B,,  -0.000001235000,  10.80000,
Serial Number,C051164,,  -0.000001234000,  10.60000,
Firmware Version,FV:v22.01,,  -0.000001233000,  10.80000,
,,,-00.000001232000,  10.80000,
,,,-00.000001231000,  11.00000,
,,,-00.000001230000,  11.20000,
,,,-00.000001229000,  11.40000,
,,,-00.000001228000,  11.40000,
,,,-00.000001227000,  11.20000,
,,,-00.000001226000,  11.00000,
,,,-00.000001225000,  10.80000,
,,,-00.000001224000,  11.00000,
,,,-00.000001223000,  10.80000,
,,,-00.000001222000,  11.00000,
,,,-00.000001221000,  10.80000,
,,,-00.000001220000,  10.80000,
,,,-00.000001219000,  11.00000,
,,,-00.000001218000,  11.00000,
,,,-00.000001217000,  10.80000,
,,,-00.000001216000,  11.00000,
,,,-00.000001215000,  10.80000,
,,,-00.000001214000,  11.00000,
,,,-00.000001213000,  10.80000,
,,,-00.000001212000,  10.80000,
,,,-00.000001211000,  10.40000,
,,,-00.000001210000,  10.80000,
,,,-00.000001209000,  10.80000,
,,,-00.000001208000,  10.80000,
,,,-00.000001207000,  10.60000,
,,,-00.000001206000,  10.60000,
,,,-00.000001205000,  10.40000,
,,,-00.000001204000,  10.80000,
,,,-00.000001203000,  11.00000,
,,,-00.000001202000,  11.20000,
,,,-00.000001201000,  11.00000,
,,,-00.000001200000,  10.80000,
,,,-00.000001199000,  10.80000,
,,,-00.000001198000,  11.00000,
,,,-00.000001197000,  10.80000,
,,,-00.000001196000,  10.80000,
,,,-00.000001195000,  10.80000,
,,,-00.000001194000,  11.00000,
,,,-00.000001193000,  10.60000,
,,,-00.000001192000,  10.40000,
,,,-00.000001191000,  10.40000,
,,,-00.000001190000,  10.60000,
,,,-00.000001189000,  10.40000,
,,,-00.000001188000,  10.20000,
,,,-00.000001187000,  10.40000,
,,,-00.000001186000,  10.40000,
,,,-00.000001185000,  10.20000,
,,,-00.000001184000,  10.00000,
,,,-00.000001183000,  10.20000,
,,,-00.000001182000,  10.00000,
,,,-00.000001181000,  10.40000,
,,,-00.000001180000,  10.00000,
,,,-00.000001179000,  10.00000,
,,,-00.000001178000,   9.80000,
,,,-00.000001177000,   9.80000,
,,,-00.000001176000,   9.80000,
,,,-00.000001175000,   9.40000,
,,,-00.000001174000,   9.20000,
,,,-00.000001173000,   9.00000,
,,,-00.000001172000,   9.00000,
,,,-00.000001171000,   8.40000,
,,,-00.000001170000,   8.20000,
,,,-00.000001169000,   8.40000,
,,,-00.000001168000,   8.00000,
,,,-00.000001167000,   7.80000,
,,,-00.000001166000,   7.80000,
,,,-00.000001165000,   7.60000,
,,,-00.000001164000,   7.60000,
,,,-00.000001163000,   7.60000,
,,,-00.000001162000,   7.60000,
,,,-00.000001161000,   7.40000,
,,,-00.000001160000,   7.40000,
,,,-00.000001159000,   7.60000,
,,,-00.000001158000,   7.20000,
,,,-00.000001157000,   7.20000,
,,,-00.000001156000,   7.20000,
,,,-00.000001155000,   7.00000,
,,,-00.000001154000,   6.80000,
,,,-00.000001153000,   6.60000,
,,,-00.000001152000,   6.40000,
,,,-00.000001151000,   6.40000,
,,,-00.000001150000,   6.20000,
,,,-00.000001149000,   6.40000,
,,,-00.000001148000,   6.20000,
,,,-00.000001147000,   6.20000,
,,,-00.000001146000,   5.80000,
,,,-00.000001145000,   5.60000,
,,,-00.000001144000,   5.60000,
,,,-00.000001143000,   5.60000,
,,,-00.000001142000,   5.60000,
,,,-00.000001141000,   5.40000,
,,,-00.000001140000,   5.60000,
,,,-00.000001139000,   5.40000,
,,,-00.000001138000,   5.20000,
,,,-00.000001137000,   4.80000,
,,,-00.000001136000,   4.80000,
,,,-00.000001135000,   4.80000,
,,,-00.000001134000,   5.00000,
,,,-00.000001133000,   4.80000,
,,,-00.000001132000,   4.80000,
,,,-00.000001131000,   4.80000,
,,,-00.000001130000,   5.00000,
,,,-00.000001129000,   5.00000,
,,,-00.000001128000,   4.60000,
,,,-00.000001127000,   4.40000,
,,,-00.000001126000,   3.80000,
,,,-00.000001125000,   3.60000,
,,,-00.000001124000,   3.80000,
,,,-00.000001123000,   4.00000,
,,,-00.000001122000,   4.00000,
,,,-00.000001121000,   4.00000,
,,,-00.000001120000,   4.00000,
,,,-00.000001119000,   3.80000,
,,,-00.000001118000,   4.00000,
,,,-00.000001117000,   3.80000,
,,,-00.000001116000,   3.60000,
,,,-00.000001115000,   3.40000,
,,,-00.000001114000,   3.00000,
,,,-00.000001113000,   3.20000,
,,,-00.000001112000,   3.40000,
