Record Length,1.024000e+03,,          0.00000, -44.58970,
Sample Interval,4.882813e+03,,       4882.81250, -40.58970,
Trigger Point,0.000000000000e+00,,       9765.62500, -46.98970,
,,,      14648.43750, -66.98970,
,,,      19531.25000, -60.58970,
,,,      24414.06250, -60.58970,
Source,MATH,,      29296.87500, -60.58970,
Vertical Units,dB,,      34179.68750, -61.38970,
Vertical Scale,1.000000e+01,,      39062.50000, -64.58970,
Vertical Offset,0.000000e+00,,      43945.31250, -61.38970,
Horizontal Units,Hz,,      48828.12500, -64.58970,
Horizontal Scale,5.000000e+05,,      53710.93750, -57.78970,
Pt Fmt,Y,,      58593.75000, -64.58970,
Yzero,-2.698970e+01,,      63476.56250, -56.18970,
Probe Atten,1.000000e+00,,      68359.37500, -61.38970,
Model Number,TDS1001B,,      73242.18750, -51.38970,
Serial Number,C051164,,      78125.00000, -53.38970,
Firmware Version,FV:v22.01,,      83007.81250, -41.38970,
,,,87890.62500, -33.38970,
,,,92773.43750, -12.18970,
,,,97656.25000,  -2.18970,
,,,102539.06250,  -0.58970,
,,,107421.87500,  -0.98970,
,,,112304.68750,  -4.98970,
,,,117187.50000, -24.58970,
,,,122070.31250, -38.18970,
,,,126953.12500, -44.98970,
,,,131835.93750, -54.58970,
,,,136718.75000, -56.18970,
,,,141601.56250, -57.78970,
,,,146484.37500, -66.98970,
,,,151367.18750, -54.98970,
,,,156250.00000, -61.38970,
,,,161132.81250, -57.38970,
,,,166015.62500, -66.98970,
,,,170898.43750, -66.98970,
,,,175781.25000, -61.38970,
,,,180664.06250, -57.38970,
,,,185546.87500, -57.38970,
,,,190429.68750, -66.98970,
,,,195312.50000, -60.58970,
,,,200195.31250, -52.18970,
,,,205078.12500, -49.38970,
,,,209960.93750, -48.58970,
,,,214843.75000, -50.18970,
,,,219726.56250, -64.58970,
,,,224609.37500, -61.38970,
,,,229492.18750, -66.98970,
,,,234375.00000, -61.38970,
,,,239257.81250, -60.58970,
,,,244140.62500, -66.98970,
,,,249023.43750, -61.38970,
,,,253906.25000, -58.58970,
,,,258789.06250, -58.58970,
,,,263671.87500, -66.98970,
,,,268554.68750, -66.98970,
,,,273437.50000, -61.38970,
,,,278320.31250, -66.98970,
,,,283203.12500, -56.18970,
,,,288085.93750, -54.98970,
,,,292968.75000, -54.98970,
,,,297851.56250, -38.58970,
,,,302734.37500, -15.38970,
,,,307617.18750, -10.58970,
,,,312500.00000, -10.18970,
,,,317382.81250, -11.38970,
,,,322265.62500, -19.78970,
,,,327148.43750, -44.18970,
,,,332031.25000, -54.58970,
,,,336914.06250, -66.98970,
,,,341796.87500, -54.98970,
,,,346679.68750, -66.98970,
,,,351562.50000, -61.38970,
,,,356445.31250, -60.58970,
,,,361328.12500, -61.38970,
,,,366210.93750, -61.38970,
,,,371093.75000, -66.98970,
,,,375976.56250, -66.98970,
,,,380859.37500, -64.58970,
,,,385742.18750, -60.58970,
,,,390625.00000, -64.58970,
,,,395507.81250, -66.98970,
,,,400390.62500, -60.58970,
,,,405273.43750, -64.58970,
,,,410156.25000, -51.78970,
,,,415039.06250, -50.58970,
,,,419921.87500, -50.58970,
,,,424804.68750, -57.78970,
,,,429687.50000, -64.58970,
,,,434570.31250, -66.98970,
,,,439453.12500, -64.58970,
